rank,id,piece,count,share,is_byte_fallback
2387,2526,▁O,341,0.00006143,0
2388,2776,▁व्यापक,341,0.00006143,0
2389,2866,▁बढ़ती,341,0.00006143,0
2390,3286,॰,341,0.00006143,0
2391,2384,▁ऊर्जा,340,0.00006125,0
2392,2804,बै,340,0.00006125,0
2393,2382,ce,340,0.00006125,0
2394,2584,▁मजदूर,340,0.00006125,0
2395,2656,▁पड़ी,340,0.00006125,0
2396,2590,▁गाँव,340,0.00006125,0
2397,2342,▁नौकरी,340,0.00006125,0
2398,2274,▁प्रकाशित,340,0.00006125,0
2399,2545,▁समझा,339,0.00006107,0
2400,2405,▁समारोह,339,0.00006107,0
2401,2703,नारायण,339,0.00006107,0
2402,2823,शाह,339,0.00006107,0
2403,2814,▁ऐतिहासिक,339,0.00006107,0
2404,2640,▁क्रिया,339,0.00006107,0
2405,2562,▁अर्थात्,339,0.00006107,0
2406,2701,▁पुल,338,0.00006089,0
2407,2581,▁तीनों,338,0.00006089,0
2408,2766,▁बीमार,338,0.00006089,0
2409,2527,▁पहाड़,337,0.00006071,0
2410,2680,▁ईश्वर,337,0.00006071,0
2411,2817,▁पढ़ाई,337,0.00006071,0
2412,2646,▁मित्र,337,0.00006071,0
2413,2421,▁संस्कृति,337,0.00006071,0
2414,2892,▁ढा,336,0.00006053,0
2415,2687,▁हित,336,0.00006053,0
2416,3253,वृत्त,336,0.00006053,0
2417,2610,▁शुद्ध,335,0.00006035,0
2418,2705,▁मकान,335,0.00006035,0
2419,2291,▁आत्मा,335,0.00006035,0
2420,2944,▁उड़,335,0.00006035,0
2421,2707,▁भूल,335,0.00006035,0
2422,2354,▁₹,334,0.00006017,0
2423,2725,▁बेस,334,0.00006017,0
2424,2838,स्कर,334,0.00006017,0
2425,2424,इन,334,0.00006017,0
2426,2982,▁१०,334,0.00006017,0
2427,2502,▁डिजिटल,333,0.00005999,0
2428,2746,▁इंटर,333,0.00005999,0
2429,2682,▁स्त्री,333,0.00005999,0
2430,2510,▁आवास,333,0.00005999,0
2431,2641,▁पार्क,332,0.00005981,0
2432,2715,▁आंख,332,0.00005981,0
2433,2695,▁इलाकों,332,0.00005981,0
2434,2514,▁हल,332,0.00005981,0
2435,2431,▁चयन,332,0.00005981,0
2436,2598,▁जुड़ी,331,0.00005963,0
2437,2525,वाली,331,0.00005963,0
2438,1752,▁क्लिक,331,0.00005963,0
2439,2362,▁एशिया,331,0.00005963,0
2440,2881,▁सीजन,331,0.00005963,0
2441,2768,▁चलता,330,0.00005945,0
2442,2601,ग़,330,0.00005945,0
2443,2572,▁विदेशी,329,0.00005927,0
2444,2630,▁समाधान,329,0.00005927,0
2445,2596,▁शीर्ष,329,0.00005927,0
2446,2452,▁स्वामी,329,0.00005927,0
2447,2745,▁पुष्टि,328,0.00005909,0
2448,2518,▁न्यायालय,328,0.00005909,0
2449,2484,▁वित्त,328,0.00005909,0
2450,2386,▁कंपनियों,328,0.00005909,0
2451,3018,▁मरीज,327,0.00005891,0
2452,2567,▁एक्ट्रेस,327,0.00005891,0
2453,2428,▁हमले,327,0.00005891,0
2454,2824,▁टू,327,0.00005891,0
2455,2566,▁संजय,327,0.00005891,0
2456,2474,▁हेतु,327,0.00005891,0
2457,2475,▁प्रणाली,327,0.00005891,0
2458,2228,▁एयर,326,0.00005873,0
2459,3007,क्ख,325,0.00005855,0
2460,2642,▁सुंदर,325,0.00005855,0
2461,2921,▁आईपीएल,325,0.00005855,0
2462,2770,▁वास्तव,324,0.00005837,0
2463,2543,फॉर्म,324,0.00005837,0
2464,2663,▁गाड़ी,324,0.00005837,0
2465,2748,▁आकर,324,0.00005837,0
2466,2435,ir,324,0.00005837,0
2467,2767,▁संसार,324,0.00005837,0
2468,2592,▁आउट,323,0.00005819,0
2469,2742,▁टिकट,323,0.00005819,0
2470,2486,▁मतलब,323,0.00005819,0
2471,2619,▁गैर,323,0.00005819,0
2472,2771,▁त्याग,323,0.00005819,0
2473,2731,▁लाने,322,0.00005801,0
2474,1868,्ड,322,0.00005801,0
2475,2794,▁परेशानी,322,0.00005801,0
2476,3152,▁मिशन,322,0.00005801,0
2477,2643,▁रवि,321,0.00005783,0
2478,2678,▁पाई,320,0.00005765,0
2479,3031,नायक,320,0.00005765,0
2480,2609,▁विपक्ष,320,0.00005765,0
2481,2936,▁आकार,320,0.00005765,0
2482,2929,▁क्रि,320,0.00005765,0
2483,2752,तू,320,0.00005765,0
2484,2792,▁असम,319,0.00005747,0
2485,3119,ay,319,0.00005747,0
2486,2737,▁बीमारी,319,0.00005747,0
2487,2882,▁पाप,319,0.00005747,0
2488,2509,▁मार्केट,318,0.00005729,0
2489,2830,▁शिकार,318,0.00005729,0
2490,2694,▁निश्चित,318,0.00005729,0
2491,2750,▁मिलेगी,318,0.00005729,0
2492,3637,ऐ,318,0.00005729,0
2493,2837,िस्तान,318,0.00005729,0
2494,2859,▁बढ़कर,317,0.00005711,0
2495,2690,▁रहेगी,317,0.00005711,0
2496,2898,▁चाह,317,0.00005711,0
2497,2668,▁पर्याप्त,317,0.00005711,0
2498,2697,pur,317,0.00005711,0
2499,2684,▁स्थानों,317,0.00005711,0
2500,2438,▁लु,316,0.00005693,0
2501,2531,▁जंगल,316,0.00005693,0
2502,3154,▁गोल्ड,316,0.00005693,0
2503,2758,▁ग्राहक,316,0.00005693,0
2504,2711,▁विशाल,316,0.00005693,0
2505,2713,▁रॉ,315,0.00005675,0
2506,2760,▁पश्चिमी,315,0.00005675,0
2507,3108,▁भक्ति,315,0.00005675,0
2508,2789,▁नील,315,0.00005675,0
2509,2932,▁हिन्दू,315,0.00005675,0
2510,3084,▁खाली,314,0.00005657,0
2511,2650,▁पैसा,314,0.00005657,0
2512,2785,▁चंद,314,0.00005657,0
2513,2880,▁रिश्ते,314,0.00005657,0
2514,2786,▁लक्षण,314,0.00005657,0
2515,2390,▁तर,314,0.00005657,0
2516,1978,ंगे,314,0.00005657,0
2517,2819,▁समर्थ,314,0.00005657,0
2518,3095,▁सम्मेलन,314,0.00005657,0
2519,2820,▁रोकने,314,0.00005657,0
2520,2485,द्वीप,314,0.00005657,0
2521,2724,▁मानना,313,0.00005639,0
2522,2773,▁लागत,313,0.00005639,0
2523,2853,▁मशीन,313,0.00005639,0
2524,2481,▁पशु,313,0.00005639,0
2525,3494,▁अन्तर,313,0.00005639,0
2526,2710,योजन,312,0.00005621,0
2527,2689,▁थोड़ा,312,0.00005621,0
2528,2952,▁अग्नि,312,0.00005621,0
2529,2754,▁घूम,312,0.00005621,0
2530,2433,▁परिसर,312,0.00005621,0
2531,2890,बाजी,312,0.00005621,0
2532,3169,▁औसत,312,0.00005621,0
2533,2726,▁पात्र,312,0.00005621,0
2534,2519,▁सहायक,311,0.00005603,0
2535,2807,▁संपत्ति,311,0.00005603,0
2536,2604,▁J,311,0.00005603,0
2537,2720,▁मुस्लिम,311,0.00005603,0
2538,3200,▁किताब,311,0.00005603,0
2539,2855,▁मतदान,311,0.00005603,0
2540,2805,▁आपने,310,0.00005585,0
2541,2704,▁कड़ी,310,0.00005585,0
2542,2800,त्मक,310,0.00005585,0
2543,2749,▁धारण,310,0.00005585,0
2544,2723,▁उपकरण,310,0.00005585,0
2545,2658,▁हिंदू,310,0.00005585,0
2546,2607,▁प्रबंधन,309,0.00005567,0
2547,2564,▁ठाकुर,309,0.00005567,0
2548,2885,▁वास्तविक,309,0.00005567,0
2549,2793,▁देंगे,309,0.00005567,0
2550,2508,▁ऑफिस,309,0.00005567,0
2551,2636,▁पेड़,309,0.00005567,0
2552,2930,▁टॉ,309,0.00005567,0
2553,2736,▁उल्लेख,308,0.00005549,0
2554,2901,▁मिश्रा,308,0.00005549,0
2555,2839,▁जगत,308,0.00005549,0
2556,3246,इंट,307,0.00005531,0
2557,2714,▁जिम्मेदारी,307,0.00005531,0
2558,2669,▁खेत,307,0.00005531,0
2559,2876,भोग,307,0.00005531,0
2560,2614,▁पेट्रोल,307,0.00005531,0
2561,2835,▁प्रतिक्रिया,307,0.00005531,0
2562,2851,▁चाहती,307,0.00005531,0
2563,2546,▁आनंद,307,0.00005531,0
2564,2868,▁रेट,307,0.00005531,0
2565,2906,▁सारा,307,0.00005531,0
2566,2873,▁मौजूदा,306,0.00005513,0
2567,2891,▁लॉन्च,306,0.00005513,0
2568,2717,▁इनकी,306,0.00005513,0
2569,3469,ाध्यक्ष,305,0.00005495,0
2570,2834,▁इंतजार,305,0.00005495,0
2571,2815,▁नियमों,304,0.00005477,0
2572,2874,▁खिलाड़ियों,304,0.00005477,0
2573,2941,▁समस्त,304,0.00005477,0
2574,2553,▁श्रा,304,0.00005477,0
2575,3462,एनए,304,0.00005477,0
2576,2631,▁महान,304,0.00005477,0
2577,2778,▁भिन्न,304,0.00005477,0
2578,2937,▁किनारे,303,0.00005459,0
2579,2809,▁कथित,303,0.00005459,0
2580,2875,▁हिंसा,303,0.00005459,0
2581,2721,▁सारी,303,0.00005459,0
2582,2498,▁कश्मीर,303,0.00005459,0
2583,2790,▁रक्त,303,0.00005459,0
2584,2727,▁इतने,302,0.00005441,0
2585,2397,▁बद,302,0.00005441,0
2586,2795,▁आखिरी,302,0.00005441,0
2587,2935,ख़,302,0.00005441,0
2588,3191,▁महामारी,301,0.00005423,0
2589,2927,▁लिस्ट,301,0.00005423,0
2590,2961,ेक्शन,301,0.00005423,0
2591,3155,▁निधन,301,0.00005423,0
2592,2828,▁वर्ल्ड,301,0.00005423,0
2593,2570,▁स्वतंत्रता,301,0.00005423,0
2594,2787,▁ठंड,301,0.00005423,0
2595,2949,▁यात्रियों,301,0.00005423,0
2596,2912,▁तहसील,301,0.00005423,0
2597,2647,बन्ध,301,0.00005423,0
2598,3187,▁एक्सप्रेस,300,0.00005405,0
2599,2774,▁पाने,300,0.00005405,0
2600,2759,कल्प,300,0.00005405,0
2601,3207,▁अर्जुन,300,0.00005405,0
2602,3078,▁सिटी,300,0.00005405,0
2603,2612,▁बाकी,299,0.00005387,0
2604,2858,▁नियमित,299,0.00005387,0
2605,2681,▁रास्ते,299,0.00005387,0
2606,3148,▁प्रोजेक्ट,299,0.00005387,0
2607,2796,▁शोध,299,0.00005387,0
2608,3442,▁टु,298,0.00005369,0
2609,3035,▁सीमित,298,0.00005369,0
2610,2679,▁समीक्षा,298,0.00005369,0
2611,2660,▁समुदाय,298,0.00005369,0
2612,2842,▁तट,298,0.00005369,0
2613,2969,▁आचार्य,298,0.00005369,0
2614,2846,▁नेशनल,297,0.00005351,0
2615,2788,▁लड़ाई,297,0.00005351,0
2616,2831,▁रहेंगे,297,0.00005351,0
2617,3056,▁लीग,296,0.00005333,0
2618,2635,▁झु,296,0.00005333,0
2619,3067,▁खुलासा,296,0.00005333,0
2620,2757,▁समस्याओं,296,0.00005333,0
2621,2769,▁गुजर,296,0.00005333,0
2622,2872,▁लगने,296,0.00005333,0
2623,2784,▁रहना,296,0.00005333,0
2624,2676,▁Re,296,0.00005333,0
2625,2551,▁गर्मी,296,0.00005333,0
2626,2897,▁पहुंचने,295,0.00005315,0
2627,2850,▁अतः,295,0.00005315,0
2628,3379,िणी,295,0.00005315,0
2629,2862,▁कार्यकर्ताओं,295,0.00005315,0
2630,2954,▁आसानी,295,0.00005315,0
2631,3125,▁बराबर,294,0.00005297,0
2632,2719,▁प्रशिक्षण,294,0.00005297,0
2633,2603,▁उद्,294,0.00005297,0
2634,2753,▁मात्र,293,0.00005278,0
2635,2886,▁सीख,293,0.00005278,0
2636,3501,भ्र,293,0.00005278,0
2637,2761,▁फैसले,292,0.00005260,0
2638,2920,▁Update,292,0.00005260,0
2639,2996,▁संदेश,292,0.00005260,0
2640,1997,▁ईरान,292,0.00005260,0
2641,2639,▁याचिका,291,0.00005242,0
2642,2624,▁दुख,291,0.00005242,0
2643,3019,▁दुर्ग,291,0.00005242,0
2644,2781,▁यथा,291,0.00005242,0
2645,3093,▁वैश्विक,290,0.00005224,0
2646,2706,▁व्यक्त,290,0.00005224,0
2647,2802,▁जल्दी,290,0.00005224,0
2648,2716,▁मालिक,290,0.00005224,0
2649,2777,दर्शन,290,0.00005224,0
2650,3091,▁ग्रन्थ,290,0.00005224,0
2651,2751,▁खड़ा,289,0.00005206,0
2652,3333,सूर,289,0.00005206,0
2653,2871,▁अधिकांश,289,0.00005206,0
2654,2461,▁सिस्टम,289,0.00005206,0
2655,2918,▁चेहरे,289,0.00005206,0
2656,3058,▁खाते,289,0.00005206,0
2657,2649,▁गुप्ता,288,0.00005188,0
2658,2625,▁सुप्रीम,288,0.00005188,0
2659,3106,▁निरीक्षण,288,0.00005188,0
2660,2482,▁गोल,288,0.00005188,0
2661,2895,▁माहौल,287,0.00005170,0
2662,2981,▁तत्काल,287,0.00005170,0
2663,3433,J,287,0.00005170,0
2664,3076,ab,287,0.00005170,0
2665,3401,▁सूख,287,0.00005170,0
2666,3229,▁स्वच्छ,287,0.00005170,0
2667,2888,▁एजेंसी,287,0.00005170,0
2668,2700,▁पर्वत,287,0.00005170,0
2669,2666,▁एव,286,0.00005152,0
2670,3048,र्पण,286,0.00005152,0
2671,2507,▁मान्यता,286,0.00005152,0
2672,2893,▁बजाय,286,0.00005152,0
2673,3101,राष्ट्र,286,0.00005152,0
2674,2451,▁महाराज,286,0.00005152,0
2675,2940,▁सख्त,286,0.00005152,0
2676,2803,▁आये,285,0.00005134,0
2677,2797,▁सेंटर,285,0.00005134,0
2678,3028,▁चेक,285,0.00005134,0
2679,2565,▁टैक्स,285,0.00005134,0
2680,3042,▁प्रकट,285,0.00005134,0
2681,2808,▁युवाओं,284,0.00005116,0
2682,2990,▁प्रतिभा,284,0.00005116,0
2683,2865,▁कितना,284,0.00005116,0
2684,2537,िनी,284,0.00005116,0
2685,2849,एसए,284,0.00005116,0
2686,3176,▁फेंक,283,0.00005098,0
2687,3192,्हे,283,0.00005098,0
2688,2998,▁कहने,283,0.00005098,0
2689,3240,▁इंडस्ट्री,283,0.00005098,0
2690,2174,▁फ़िल्म,283,0.00005098,0
2691,2928,▁मूर्ति,282,0.00005080,0
2692,2579,▁हादसे,282,0.00005080,0
2693,2826,▁खंड,282,0.00005080,0
2694,2214,▁सिं,282,0.00005080,0
2695,2964,▁हिमाचल,282,0.00005080,0
2696,2798,▁छूट,282,0.00005080,0
2697,3230,▁कार्यकर्ता,282,0.00005080,0
2698,2764,▁कराई,282,0.00005080,0
2699,3822,▁चतुर,282,0.00005080,0
2700,3188,▁वैक्सीन,282,0.00005080,0
2701,3009,▁शुक्ल,281,0.00005062,0
2702,3121,▁विष्णु,281,0.00005062,0
2703,3089,▁कर्नाटक,281,0.00005062,0
2704,2829,▁जम्मू,280,0.00005044,0
2705,3147,धर्म,280,0.00005044,0
2706,2722,दृश्य,280,0.00005044,0
2707,2970,▁कोहली,280,0.00005044,0
2708,3050,▁चुनौती,279,0.00005026,0
2709,2741,▁हथियार,279,0.00005026,0
2710,2765,▁समाचार,279,0.00005026,0
2711,3138,▁नष्ट,279,0.00005026,0
2712,3161,▁वनडे,278,0.00005008,0
2713,3767,▁लिंक,278,0.00005008,0
2714,3064,▁घेर,278,0.00005008,0
2715,2513,▁सुनिश्चित,278,0.00005008,0
2716,2852,▁छोड़कर,278,0.00005008,0
2717,2832,▁संस्कृत,278,0.00005008,0
2718,2968,▁जिंदगी,277,0.00004990,0
2719,2914,▁फाइनल,277,0.00004990,0
2720,2799,भाषा,277,0.00004990,0
2721,3049,▁गहरा,276,0.00004972,0
2722,2683,▁क्वा,276,0.00004972,0
2723,2534,▁दूध,276,0.00004972,0
2724,3060,▁छत्तीसगढ़,276,0.00004972,0
2725,2780,▁बाबा,276,0.00004972,0
2726,2910,मिन,275,0.00004954,0
2727,2915,▁मानते,275,0.00004954,0
2728,3062,▁रोजगार,275,0.00004954,0
2729,3024,▁गुणवत्ता,275,0.00004954,0
2730,3281,▁दीवार,275,0.00004954,0
2731,2905,▁सैन्य,275,0.00004954,0
2732,2775,▁टै,275,0.00004954,0
2733,3051,▁पत्थर,275,0.00004954,0
2734,3194,▁ड्राइव,275,0.00004954,0
2735,2945,▁यूक्रेन,275,0.00004954,0
2736,2825,▁रखे,274,0.00004936,0
2737,3104,▁लगाकर,274,0.00004936,0
2738,3111,वर्ती,274,0.00004936,0
2739,2966,▁हवाई,274,0.00004936,0
2740,3458,tion,274,0.00004936,0
2741,2863,▁उसको,274,0.00004936,0
2742,3068,▁आशा,273,0.00004918,0
2743,3065,▁फैला,273,0.00004918,0
2744,2896,▁उत्साह,273,0.00004918,0
2745,3027,▁फंस,273,0.00004918,0
2746,2606,▁तैनात,272,0.00004900,0
2747,2816,▁रेखा,272,0.00004900,0
2748,3153,▁आराम,272,0.00004900,0
2749,3334,पीएस,272,0.00004900,0
2750,2922,▁आपूर्ति,271,0.00004882,0
2751,3293,▁शांत,271,0.00004882,0
2752,2841,▁मानसिक,271,0.00004882,0
2753,2903,▁जिनके,271,0.00004882,0
2754,3053,▁पुनर्,271,0.00004882,0
2755,3428,▁माइ,270,0.00004864,0
2756,2956,▁मोहम्मद,270,0.00004864,0
2757,2791,लाइन,269,0.00004846,0
2758,3140,▁नाराज,269,0.00004846,0
2759,2975,▁ट्रांस,269,0.00004846,0
2760,3130,▁साहब,269,0.00004846,0
2761,2967,▁१८,269,0.00004846,0
2762,3248,▁वेतन,268,0.00004828,0
2763,3066,▁व्यवसाय,268,0.00004828,0
2764,3250,“,268,0.00004828,0
2765,3336,ोत्तर,268,0.00004828,0
2766,3127,धू,268,0.00004828,0
2767,3525,गुण,268,0.00004828,0
2768,2889,▁सागर,267,0.00004810,0
2769,2960,▁हाउस,267,0.00004810,0
2770,3072,बुद्ध,267,0.00004810,0
2771,2985,▁रोहित,267,0.00004810,0
2772,2735,▁कलाकार,267,0.00004810,0
2773,3289,▁निवास,266,0.00004792,0
2774,2909,▁न्यूज,265,0.00004774,0
2775,2950,▁अपेक्षा,265,0.00004774,0
2776,2854,▁शब्दों,265,0.00004774,0
2777,3039,▁खुशी,265,0.00004774,0
2778,3073,घात,265,0.00004774,0
2779,3331,▁भगवान्,265,0.00004774,0
2780,2951,▁तमाम,264,0.00004756,0
2781,3349,▁अर्थव्यवस्था,264,0.00004756,0
2782,3118,क्की,264,0.00004756,0
2783,2904,▁पटना,264,0.00004756,0
2784,3213,▁ट्रक,264,0.00004756,0
2785,2959,▁झारखंड,264,0.00004756,0
2786,3166,▁एक्ट,264,0.00004756,0
2787,2973,▁वित्तीय,263,0.00004738,0
2788,3916,▁रिजल्ट,263,0.00004738,0
2789,3259,▁दुष्,263,0.00004738,0
2790,3242,▁धमकी,263,0.00004738,0
2791,3008,▁ब्रिटिश,263,0.00004738,0
2792,2899,▁ब्राह्मण,263,0.00004738,0
2793,3003,▁दिये,263,0.00004738,0
2794,3164,▁परिवहन,262,0.00004720,0
2795,3117,▁निकट,262,0.00004720,0
2796,3150,▁रणनीति,261,0.00004702,0
2797,3292,▁गर्भ,261,0.00004702,0
2798,3046,▁सम्मानित,261,0.00004702,0
2799,3045,▁परंपरा,261,0.00004702,0
2800,3026,▁ट्रैक,261,0.00004702,0
2801,2919,▁किशोर,261,0.00004702,0
2802,3135,▁आबादी,261,0.00004702,0
2803,3228,▁भट्ट,261,0.00004702,0
2804,2613,▁योगी,261,0.00004702,0
2805,2856,X,260,0.00004684,0
2806,3309,▁रच,260,0.00004684,0
2807,3006,▁संभाल,260,0.00004684,0
2808,2971,▁दौड़,260,0.00004684,0
2809,2887,▁वार्ड,260,0.00004684,0
2810,3252,▁संस्कार,260,0.00004684,0
2811,3362,ल्फ,260,0.00004684,0
2812,3057,story,260,0.00004684,0
2813,3345,”,260,0.00004684,0
2814,3052,▁उक्त,259,0.00004666,0
2815,2983,क्षेप,259,0.00004666,0
2816,2755,पूर्वक,258,0.00004648,0
2817,2879,▁अशोक,258,0.00004648,0
2818,2900,▁सिनेमा,258,0.00004648,0
2819,3037,▁दिखाया,258,0.00004648,0
2820,3239,▁बुरा,258,0.00004648,0
2821,3070,▁ठहर,258,0.00004648,0
2822,2962,▁विराट,258,0.00004648,0
2823,3243,▁मारपीट,257,0.00004630,0
2824,2955,ख्त,257,0.00004630,0
2825,3180,▁संबोधित,257,0.00004630,0
2826,3171,▁फंड,257,0.00004630,0
2827,3266,▁दिव्य,257,0.00004630,0
2828,3395,▁अभ्यास,257,0.00004630,0
2829,3226,▁हफ्ते,256,0.00004612,0
2830,2986,▁मंच,256,0.00004612,0
2831,2965,टेल,256,0.00004612,0
2832,3156,▁लगती,256,0.00004612,0
2833,3059,▁आतंकवाद,256,0.00004612,0
2834,3338,▁निशाना,256,0.00004612,0
2835,3554,भद्र,256,0.00004612,0
2836,2843,▁बुद्धि,256,0.00004612,0
2837,2821,▁अंतर्गत,255,0.00004594,0
2838,3124,▁बांग्लादेश,255,0.00004594,0
2839,3038,▁लंबी,255,0.00004594,0
2840,2963,▁छोटा,255,0.00004594,0
2841,3258,प्शन,255,0.00004594,0
2842,3157,▁बिल्कुल,255,0.00004594,0
2843,3071,▁आकाश,255,0.00004594,0
2844,2673,▁नाटक,255,0.00004594,0
2845,2544,▁इनका,254,0.00004576,0
2846,2931,▁पुरानी,254,0.00004576,0
2847,3113,▁चेतावनी,254,0.00004576,0
2848,3033,ter,254,0.00004576,0
2849,2977,▁प्रतिबंध,254,0.00004576,0
2850,3335,▁विद्यार्थियों,254,0.00004576,0
2851,2907,▁संदर्भ,254,0.00004576,0
2852,3254,▁इंजन,254,0.00004576,0
2853,2861,▁जाये,254,0.00004576,0
2854,3082,▁बचाने,253,0.00004558,0
2855,2847,▁प्लान,253,0.00004558,0
2856,3107,धीरे,253,0.00004558,0
2857,3175,▁देगा,253,0.00004558,0
2858,3203,▁लहर,253,0.00004558,0
2859,3115,▁pm,253,0.00004558,0
2860,3069,▁विशिष्ट,253,0.00004558,0
2861,2913,▁देवता,253,0.00004558,0
2862,3614,▁ऋण,253,0.00004558,0
2863,3273,मोह,252,0.00004540,0
2864,2924,▁फायदा,252,0.00004540,0
2865,3032,▁किरदार,252,0.00004540,0
2866,3233,▁आशंका,252,0.00004540,0
2867,2845,▁प्रेस,252,0.00004540,0
2868,3205,▁१६,252,0.00004540,0
2869,2974,▁तथ्य,251,0.00004522,0
2870,2953,▁खाद्य,251,0.00004522,0
2871,3146,▁निदेशक,251,0.00004522,0
2872,3370,▁तीर्थ,251,0.00004522,0
2873,2980,▁संचालन,250,0.00004504,0
2874,3268,▁सिद्धांत,250,0.00004504,0
2875,3114,▁अभिनेत्री,250,0.00004504,0
2876,3088,▁परीक्षण,250,0.00004504,0
2877,3399,▁चाय,250,0.00004504,0
2878,3396,▁इत्यादि,250,0.00004504,0
2879,2878,▁सूत्रों,249,0.00004486,0
2880,3279,▁अग्र,249,0.00004486,0
2881,3262,▁विद्वान,249,0.00004486,0
2882,2933,▁जापान,249,0.00004486,0
2883,3004,▁अंग्रेजी,249,0.00004486,0
2884,3143,▁सिख,248,0.00004468,0
2885,3215,▁बढ़ावा,248,0.00004468,0
2886,2662,्टर,248,0.00004468,0
2887,3216,um,247,0.00004450,0
2888,3409,▁लाया,247,0.00004450,0
2889,3162,▁जयपुर,247,0.00004450,0
2890,3431,▁हैदराबाद,247,0.00004450,0
2891,3011,▁स्टाइल,247,0.00004450,0
2892,2670,▁मधु,247,0.00004450,0
2893,2916,▁खतरा,247,0.00004450,0
2894,3255,▁उत्तराखंड,247,0.00004450,0
2895,3141,भेद,247,0.00004450,0
2896,3439,▁संक्रमित,247,0.00004450,0
2897,3080,▁तिवारी,246,0.00004432,0
2898,3063,▁दर्शकों,246,0.00004432,0
2899,2948,om,246,0.00004432,0
2900,3630,त्थ,246,0.00004432,0
2901,3103,▁निर्भर,245,0.00004414,0
2902,3257,▁जुड़ा,245,0.00004414,0
2903,3014,▁कपड़े,245,0.00004414,0
2904,3225,▁पाँच,245,0.00004414,0
2905,2946,▁अवस्था,245,0.00004414,0
2906,3674,▁मोटर,245,0.00004414,0
2907,3610,एमए,245,0.00004414,0
2908,2993,▁जर्मन,245,0.00004414,0
2909,3329,▁खींच,244,0.00004396,0
2910,3261,▁पाठक,244,0.00004396,0
2911,3034,ak,244,0.00004396,0
2912,3251,▁अंदाज,244,0.00004396,0
2913,3015,▁कितने,244,0.00004396,0
2914,3010,▁व्यक्तिगत,244,0.00004396,0
2915,3170,type,244,0.00004396,0
2916,3136,▁शताब्दी,244,0.00004396,0
2917,3087,▁थोड़ी,243,0.00004378,0
2918,2923,▁वाहनों,243,0.00004378,0
2919,3460,▁स्टेडियम,243,0.00004378,0
2920,3030,▁साझा,243,0.00004378,0
2921,3419,▁भोपाल,243,0.00004378,0
2922,3000,▁बाग,243,0.00004378,0
2923,3220,▁संरक्षण,243,0.00004378,0
2924,3633,▁सपना,243,0.00004378,0
2925,3181,publish,243,0.00004378,0
2926,3158,▁पवित्र,242,0.00004360,0
2927,3040,▁आर्य,241,0.00004342,0
2928,3496,शियल,241,0.00004342,0
2929,3173,▁द्वितीय,241,0.00004342,0
2930,3424,ا,241,0.00004342,0
2931,3021,▁टॉप,240,0.00004324,0
2932,2801,▁वर्मा,240,0.00004324,0
2933,3422,▁उपभोक्ता,240,0.00004324,0
2934,3172,status,240,0.00004324,0
2935,3360,▁चौहान,240,0.00004324,0
2936,3495,▁मृत,239,0.00004306,0
2937,3041,▁रानी,239,0.00004306,0
2938,3214,▁वजन,239,0.00004306,0
2939,3263,▁ढंग,239,0.00004306,0
2940,3145,कुमार,238,0.00004288,0
2941,3096,▁लूट,238,0.00004288,0
2942,3116,▁भले,238,0.00004288,0
2943,3356,▁आगामी,238,0.00004288,0
2944,3159,▁उठाया,238,0.00004288,0
2945,2979,▁उदय,238,0.00004288,0
2946,3224,▁पड़ेगा,238,0.00004288,0
2947,3133,▁दस्तावेज,238,0.00004288,0
2948,3294,▁सांस्कृतिक,238,0.00004288,0
2949,2989,कृष्ण,238,0.00004288,0
2950,2947,▁सफाई,238,0.00004288,0
2951,3017,▁नवीन,238,0.00004288,0
2952,2994,▁ट्विटर,238,0.00004288,0
2953,3826,▁परम्परा,238,0.00004288,0
2954,3400,▁ब्लॉक,237,0.00004270,0
2955,3036,▁दायर,236,0.00004252,0
2956,2943,▁ग्रुप,236,0.00004252,0
2957,3237,▁विवरण,236,0.00004252,0
2958,3288,▁मेहनत,236,0.00004252,0
2959,3151,▁नियुक्त,236,0.00004252,0
2960,3301,▁मंगल,236,0.00004252,0
2961,2997,▁बोले,236,0.00004252,0
2962,3391,ल्ले,236,0.00004252,0
2963,3174,▁तिथि,236,0.00004252,0
2964,2992,▁स्वागत,236,0.00004252,0
2965,3211,▁बांध,236,0.00004252,0
2966,2987,–,235,0.00004234,0
2967,3244,▁हालात,235,0.00004234,0
2968,3597,▁बिगड़,235,0.00004234,0
2969,3232,▁जड़,235,0.00004234,0
2970,3110,▁निकाला,235,0.00004234,0
2971,3047,▁मुद्दे,235,0.00004234,0
2972,3167,▁विरुद्ध,235,0.00004234,0
2973,3120,▁अफ्रीका,235,0.00004234,0
2974,3343,▁विविध,235,0.00004234,0
2975,3272,▁सक्षम,234,0.00004216,0
2976,3013,▁लुक,234,0.00004216,0
2977,3583,▁मुंह,234,0.00004216,0
2978,3245,▁प्रभु,234,0.00004216,0
2979,954,▁सन्दर्भ,234,0.00004216,0
2980,3287,▁अनिवार्य,233,0.00004198,0
2981,3238,▁प्रताप,233,0.00004198,0
2982,3109,▁उर्फ,233,0.00004198,0
2983,3206,▁ज्यादातर,233,0.00004198,0
2984,3508,क्षेत्र,233,0.00004198,0
2985,3241,▁कोलकाता,233,0.00004198,0
2986,3186,▁ऋषि,233,0.00004198,0
2987,3099,▁स्थिर,233,0.00004198,0
2988,3132,▁बौद्ध,233,0.00004198,0
