rank,id,piece,count,share,is_byte_fallback
681,1182,दार,1454,0.00028996,0
682,841,्स,1453,0.00028976,0
683,924,▁भएकाले,1452,0.00028956,0
684,927,▁अध्ययन,1451,0.00028936,0
685,886,▁लग,1451,0.00028936,0
686,856,▁दिएका,1451,0.00028936,0
687,838,▁बैठक,1450,0.00028916,0
688,903,0,1449,0.00028896,0
689,802,▁घटना,1448,0.00028876,0
690,967,▁पर,1445,0.00028816,0
691,776,▁तयारी,1444,0.00028796,0
692,884,▁जाने,1442,0.00028756,0
693,1050,▁ठ,1441,0.00028737,0
694,1091,न्न,1435,0.00028617,0
695,970,प्रति,1432,0.00028557,0
696,913,▁भएर,1431,0.00028537,0
697,881,▁राष्ट्रपति,1430,0.00028517,0
698,1084,मो,1426,0.00028437,0
699,1120,▁अनु,1423,0.00028378,0
700,826,▁विद्यालय,1422,0.00028358,0
701,905,▁गर्छ,1419,0.00028298,0
702,1088,▁रा,1417,0.00028258,0
703,1186,्रि,1413,0.00028178,0
704,998,▁सकिन्छ,1413,0.00028178,0
705,916,बी,1413,0.00028178,0
706,1181,हरूमा,1412,0.00028158,0
707,931,▁कृषि,1412,0.00028158,0
708,972,▁हात,1410,0.00028118,0
709,933,▁त्यहाँ,1410,0.00028118,0
710,888,?,1408,0.00028078,0
711,993,र्ट,1406,0.00028039,0
712,1456,ेन्ट,1405,0.00028019,0
713,982,दिन,1399,0.00027899,0
714,1312,▁रन,1398,0.00027879,0
715,955,▁स्थानमा,1394,0.00027799,0
716,984,▁जा,1390,0.00027719,0
717,917,▁तयार,1389,0.00027700,0
718,907,▁केन्द्रीय,1389,0.00027700,0
719,971,हरूलाई,1387,0.00027660,0
720,981,▁मि,1387,0.00027660,0
721,943,्नु,1387,0.00027660,0
722,985,▁बाल,1382,0.00027560,0
723,945,▁हुँदै,1377,0.00027460,0
724,873,",'",1376,0.00027440,0
725,923,▁स्ट,1374,0.00027400,0
726,902,▁विद्यार्थी,1369,0.00027301,0
727,941,▁प्रदान,1367,0.00027261,0
728,1022,▁मान,1364,0.00027201,0
729,900,▁त्यस्तै,1362,0.00027161,0
730,932,मार्फत,1361,0.00027141,0
731,1002,▁खेलमा,1360,0.00027121,0
732,780,▁संक्रमण,1360,0.00027121,0
733,1189,गो,1359,0.00027101,0
734,973,▁चा,1358,0.00027081,0
735,1261,हार,1356,0.00027041,0
736,990,▁दुवै,1355,0.00027021,0
737,1423,\,1354,0.00027002,0
738,968,▁हामीले,1353,0.00026982,0
739,1019,▁गा,1351,0.00026942,0
740,859,▁भनाइ,1351,0.00026942,0
741,1030,▁वर्षको,1345,0.00026822,0
742,1292,ल्ट,1342,0.00026762,0
743,946,▁गर्दछ,1337,0.00026663,0
744,925,▁पछिल्लो,1335,0.00026623,0
745,992,a,1333,0.00026583,0
746,1006,▁डे,1333,0.00026583,0
747,892,▁मन्त्रालय,1331,0.00026543,0
748,1367,क्क,1331,0.00026543,0
749,976,पि,1330,0.00026523,0
750,912,▁गाउँ,1321,0.00026343,0
751,1039,दि,1320,0.00026324,0
752,1242,▁सम,1319,0.00026304,0
753,969,▁भारतीय,1318,0.00026284,0
754,1029,▁कसरी,1318,0.00026284,0
755,977,▁चाह,1316,0.00026244,0
756,959,▁घट,1315,0.00026224,0
757,962,▁बढेको,1314,0.00026204,0
758,988,दै,1312,0.00026164,0
759,995,▁क्या,1311,0.00026144,0
760,882,▁नम्बर,1310,0.00026124,0
761,947,▁युवा,1308,0.00026084,0
762,1126,्रे,1306,0.00026044,0
763,878,▁२५,1305,0.00026024,0
764,942,▁१४,1302,0.00025965,0
765,1235,क्र,1299,0.00025905,0
766,1026,दर,1299,0.00025905,0
767,784,ान,1296,0.00025845,0
768,938,▁१३,1295,0.00025825,0
769,1671,जे,1293,0.00025785,0
770,1037,िल,1292,0.00025765,0
771,1118,नन्,1289,0.00025705,0
772,940,▁सम्झौता,1286,0.00025645,0
773,1055,▁सूचना,1279,0.00025506,0
774,1403,न्त्र,1278,0.00025486,0
775,1024,ग्,1278,0.00025486,0
776,1146,▁जि,1276,0.00025446,0
777,1093,▁अन्तर,1271,0.00025346,0
778,1194,▁हुनु,1269,0.00025306,0
779,1098,भि,1268,0.00025287,0
780,980,▁निर्देशन,1268,0.00025287,0
781,911,ाव,1266,0.00025247,0
782,986,▁सम्म,1265,0.00025227,0
783,1000,▁बु,1264,0.00025207,0
784,1327,स्ता,1258,0.00025087,0
785,1092,▁परिवर्तन,1258,0.00025087,0
786,1210,▁ने,1257,0.00025067,0
787,1038,िए,1256,0.00025047,0
788,1185,▁चु,1256,0.00025047,0
789,1012,र्ड,1255,0.00025027,0
790,1179,लु,1249,0.00024908,0
791,1044,▁आधारमा,1247,0.00024868,0
792,1564,ष्,1246,0.00024848,0
793,991,▁उठ,1245,0.00024828,0
794,951,▁३०,1244,0.00024808,0
795,1046,▁सरकारको,1243,0.00024788,0
796,1187,▁कुल,1243,0.00024788,0
797,1020,▁अनि,1237,0.00024668,0
798,1081,▁देखिन्छ,1235,0.00024628,0
799,1165,▁एवं,1233,0.00024589,0
800,1004,▁स्थान,1232,0.00024569,0
801,1079,▁उहाँ,1231,0.00024549,0
802,1139,न्छ,1229,0.00024509,0
803,1349,▁ति,1228,0.00024489,0
804,875,▁पक्राउ,1228,0.00024489,0
805,1028,छन्,1227,0.00024469,0
806,1197,▁नेपालले,1226,0.00024449,0
807,966,▁प्रक्रिया,1225,0.00024429,0
808,1500,फा,1224,0.00024409,0
809,1141,तिर,1224,0.00024409,0
810,1049,न्स,1223,0.00024389,0
811,1156,हरुमा,1221,0.00024349,0
812,974,पनि,1220,0.00024329,0
813,1138,▁अर्थ,1216,0.00024250,0
814,1228,था,1215,0.00024230,0
815,1244,▁प्रा,1214,0.00024210,0
816,1168,पु,1213,0.00024190,0
817,1067,▁रि,1212,0.00024170,0
818,1070,▁बोल,1210,0.00024130,0
819,1224,र्थ,1208,0.00024090,0
820,1059,▁भर,1205,0.00024030,0
821,1121,▁सी,1203,0.00023990,0
822,1201,m,1202,0.00023970,0
823,1033,▁नभएको,1201,0.00023950,0
824,1101,ेड,1199,0.00023911,0
825,1681,व्य,1197,0.00023871,0
826,996,1,1195,0.00023831,0
827,1008,▁यसअघि,1190,0.00023731,0
828,1015,▁१६,1187,0.00023671,0
829,1082,▁बल,1184,0.00023611,0
830,1130,▁सक,1181,0.00023552,0
831,1013,▁लामो,1180,0.00023532,0
832,1072,▁अन्तर्राष्ट्रिय,1180,0.00023532,0
833,1036,▁सरकारी,1179,0.00023512,0
834,1048,▁सहज,1179,0.00023512,0
835,1053,▁सहमति,1178,0.00023492,0
836,1025,▁बजे,1177,0.00023472,0
837,1147,▁राख्न,1175,0.00023432,0
838,1065,▁पाउने,1174,0.00023412,0
839,1144,भा,1174,0.00023412,0
840,1034,▁पूर्ण,1172,0.00023372,0
841,1043,▁गरिने,1171,0.00023352,0
842,1045,हर,1170,0.00023332,0
843,1018,ेन्द्र,1169,0.00023312,0
844,1109,▁बनेको,1168,0.00023292,0
845,1042,▁१८,1167,0.00023272,0
846,1172,नै,1166,0.00023252,0
847,1158,▁पर्यटन,1166,0.00023252,0
848,952,▁अमेरिका,1166,0.00023252,0
849,1047,▁प्रदर्शन,1166,0.00023252,0
850,1271,u,1164,0.00023213,0
851,1083,▁निकै,1164,0.00023213,0
852,1094,▁आउन,1160,0.00023133,0
853,1523,▁हे,1158,0.00023093,0
854,1149,▁अफ,1155,0.00023033,0
855,1104,▁पूरा,1155,0.00023033,0
856,965,▁व्यवसायी,1154,0.00023013,0
857,1056,▁बिहान,1151,0.00022953,0
858,1027,▁शर्मा,1151,0.00022953,0
859,1180,▁आन्दोलन,1149,0.00022913,0
860,1428,ँदै,1146,0.00022854,0
861,1035,▁विश्वास,1146,0.00022854,0
862,979,▁आफू,1145,0.00022834,0
863,997,कि,1144,0.00022814,0
864,1132,▁अधिकार,1143,0.00022794,0
865,1129,▁निकाय,1139,0.00022714,0
866,1068,▁लिएर,1139,0.00022714,0
867,994,▁मुद्दा,1138,0.00022694,0
868,1058,▁श्रेष्ठ,1136,0.00022654,0
869,1086,मन्त्री,1135,0.00022634,0
870,1541,स्था,1132,0.00022574,0
871,960,▁आरोप,1129,0.00022515,0
872,1075,डि,1128,0.00022495,0
873,1063,▁प्रतियोगिता,1128,0.00022495,0
874,1241,▁त्यसको,1127,0.00022475,0
875,1841,भाव,1127,0.00022475,0
876,1061,लगायत,1124,0.00022415,0
877,1017,▁उम्मेदवार,1123,0.00022395,0
878,1152,▁स्रोत,1121,0.00022355,0
879,1174,▁उहाँले,1119,0.00022315,0
880,1001,▁करिब,1118,0.00022295,0
881,963,▁पैसा,1116,0.00022255,0
882,1161,▁चुनाव,1115,0.00022235,0
883,1518,वास,1114,0.00022215,0
884,1105,▁सात,1114,0.00022215,0
885,1191,▁ला,1113,0.00022196,0
886,1011,▁परीक्षण,1113,0.00022196,0
887,1250,धा,1112,0.00022176,0
888,1267,यु,1111,0.00022156,0
889,999,▁आग्रह,1111,0.00022156,0
890,1077,▁कार्यान्वयन,1110,0.00022136,0
891,1239,▁फि,1107,0.00022076,0
892,949,▁कारोबार,1106,0.00022056,0
893,1190,▁नेतृत्व,1105,0.00022036,0
894,1654,र्च,1104,0.00022016,0
895,1466,▁सर,1103,0.00021996,0
896,1071,िन्,1103,0.00021996,0
897,1302,वाद,1101,0.00021956,0
898,1074,ाइएको,1100,0.00021936,0
899,1374,▁अन,1098,0.00021896,0
900,1459,प्त,1098,0.00021896,0
901,1114,▁सचिव,1096,0.00021856,0
902,1060,▁अन्तिम,1096,0.00021856,0
903,1173,▁चौ,1096,0.00021856,0
904,1014,▁आगामी,1092,0.00021777,0
905,1142,नो,1089,0.00021717,0
906,1473,न्ज,1089,0.00021717,0
907,1205,र्न,1088,0.00021697,0
908,1040,▁सहभागी,1088,0.00021697,0
909,1247,▁यसले,1087,0.00021677,0
910,1107,▁स्थापना,1085,0.00021637,0
911,1275,▁जन्म,1084,0.00021617,0
912,1131,विरुद्ध,1083,0.00021597,0
913,987,▁टोली,1083,0.00021597,0
914,1188,वर,1082,0.00021577,0
915,1041,▁विभाग,1082,0.00021577,0
916,1273,▁टे,1081,0.00021557,0
917,1125,▁दर,1080,0.00021537,0
918,1279,र्ण,1078,0.00021498,0
919,1113,मु,1077,0.00021478,0
920,1127,िम,1070,0.00021338,0
921,1418,▁निर्,1070,0.00021338,0
922,1206,शि,1069,0.00021318,0
923,1137,▁या,1067,0.00021278,0
924,1133,▁यही,1067,0.00021278,0
925,1379,▁सम्,1066,0.00021258,0
926,1457,कृत,1062,0.00021178,0
927,1178,▁मानिस,1061,0.00021159,0
928,1136,▁अझै,1061,0.00021159,0
929,1333,▁इन्,1060,0.00021139,0
930,1484,▁चे,1060,0.00021139,0
931,1344,धी,1059,0.00021119,0
932,1177,▁बारेमा,1059,0.00021119,0
933,1183,ल्ड,1058,0.00021099,0
934,1404,ेश्वर,1058,0.00021099,0
935,1192,▁व्यवसाय,1058,0.00021099,0
936,1054,▁परेका,1057,0.00021079,0
937,1617,▁रे,1055,0.00021039,0
938,958,▁बैंकले,1054,0.00021019,0
939,1213,▁सुविधा,1054,0.00021019,0
940,1229,▁सेना,1053,0.00020999,0
941,964,ार,1052,0.00020979,0
942,1162,▁मेरो,1052,0.00020979,0
943,1211,▁सुधार,1051,0.00020959,0
944,1076,▁उनलाई,1051,0.00020959,0
945,1099,▁कम्पनीले,1051,0.00020959,0
946,1090,▁बाँकी,1050,0.00020939,0
947,1542,क्रम,1050,0.00020939,0
948,1175,▁त्यसैले,1050,0.00020939,0
949,1227,▁नव,1049,0.00020919,0
950,1245,l,1048,0.00020899,0
951,1145,▁हेर,1048,0.00020899,0
952,1115,▁२४,1048,0.00020899,0
953,1111,▁सफल,1047,0.00020879,0
954,1220,▁हरेक,1046,0.00020859,0
955,1032,▁:,1044,0.00020820,0
956,1051,▁अदालत,1043,0.00020800,0
957,1274,▁बैठकमा,1042,0.00020780,0
958,1252,िरहेको,1042,0.00020780,0
959,1080,▁दर्ता,1042,0.00020780,0
960,1153,▁आइतबार,1041,0.00020760,0
961,1339,▁वन,1041,0.00020760,0
962,1481,च्छ,1039,0.00020720,0
963,1268,रू,1034,0.00020620,0
964,1299,▁भूमिका,1034,0.00020620,0
965,1221,▁जनाको,1034,0.00020620,0
966,1243,▁ध्यान,1033,0.00020600,0
967,975,▁सेयर,1033,0.00020600,0
968,1360,▁मध्य,1031,0.00020560,0
969,1150,▁सम्बन्ध,1031,0.00020560,0
970,1240,▁लक्ष्य,1030,0.00020540,0
971,1023,▁संक्रमित,1030,0.00020540,0
972,1110,▁खरिद,1030,0.00020540,0
973,1170,▁रोक,1029,0.00020520,0
974,1293,बु,1026,0.00020461,0
975,1233,▁प्रशासन,1025,0.00020441,0
976,1089,▁अभियान,1024,0.00020421,0
977,1230,▁शाखा,1022,0.00020381,0
978,1218,▁सामान्य,1022,0.00020381,0
979,1066,▁अंक,1021,0.00020361,0
980,1195,▁वृद्धि,1021,0.00020361,0
981,1166,▁जग्गा,1020,0.00020341,0
982,1278,2,1019,0.00020321,0
983,1289,▁एस,1019,0.00020321,0
984,1096,वी,1018,0.00020301,0
985,1762,िका,1017,0.00020281,0
986,1338,देश,1016,0.00020261,0
987,1124,▁कायम,1015,0.00020241,0
988,1176,▁प्रश्न,1015,0.00020241,0
989,1143,▁१७,1014,0.00020221,0
990,1064,▁पत्रकार,1013,0.00020201,0
991,1010,िस,1012,0.00020181,0
992,1571,धन,1012,0.00020181,0
993,1766,मन,1011,0.00020161,0
994,1103,▁त्यसपछि,1010,0.00020141,0
995,1586,लाइ,1009,0.00020122,0
996,1237,▁आफ्ना,1007,0.00020082,0
997,1208,▁पढ,1005,0.00020042,0
998,1193,दी,1003,0.00020002,0
999,1031,▁खेलाडी,1003,0.00020002,0
1000,1325,▁मानव,1002,0.00019982,0
1001,1347,▁पर्छ,1002,0.00019982,0
1002,1135,▁थापा,1001,0.00019962,0
1003,1160,▁दाबी,1001,0.00019962,0
1004,1330,ुपर्छ,999,0.00019922,0
1005,1163,▁दाहाल,998,0.00019902,0
1006,1209,▁म्या,997,0.00019882,0
1007,1309,▁जस्तो,997,0.00019882,0
1008,1343,▁गुरुङ,997,0.00019882,0
1009,1184,▁मैले,996,0.00019862,0
1010,1123,ेपछि,995,0.00019842,0
1011,1134,▁गरिरहेको,995,0.00019842,0
1012,1372,▁शि,994,0.00019822,0
1013,1315,▁प्रभाव,993,0.00019802,0
1014,1140,▁सोमबार,993,0.00019802,0
1015,1265,▁प्रतिनिधि,993,0.00019802,0
1016,1148,▁रोग,992,0.00019783,0
1017,1203,िज,991,0.00019763,0
1018,1215,▁विवाद,991,0.00019763,0
1019,1257,▁तत्काल,990,0.00019743,0
1020,1557,▁उत्,989,0.00019723,0
1021,1298,▁संघीय,988,0.00019703,0
1022,1300,पन,987,0.00019683,0
1023,1097,▁आयोग,985,0.00019643,0
1024,1421,त्य,984,0.00019623,0
1025,1276,▁भ्रमण,984,0.00019623,0
1026,1246,अघि,983,0.00019603,0
1027,1216,▁प्रवेश,983,0.00019603,0
1028,1291,▁जब,981,0.00019563,0
1029,1262,▁प्रस्तुत,980,0.00019543,0
1030,1295,▁तपाई,980,0.00019543,0
1031,1087,▁वितरण,979,0.00019523,0
1032,1232,▁प्रयास,979,0.00019523,0
1033,1668,पति,979,0.00019523,0
1034,1223,▁विस्तार,978,0.00019503,0
1035,1128,▁बिक्री,977,0.00019483,0
1036,1204,▁दैनिक,977,0.00019483,0
1037,1368,दे,976,0.00019463,0
1038,1281,▁क्षमता,973,0.00019404,0
1039,1200,▁राख,972,0.00019384,0
1040,1645,▁धर्म,971,0.00019364,0
1041,1373,दु,969,0.00019324,0
1042,1715,ैं,968,0.00019304,0
1043,1677,न्ध,967,0.00019284,0
1044,1234,्छन्,965,0.00019244,0
1045,1290,▁संग,964,0.00019224,0
1046,1231,▁प्रणाली,963,0.00019204,0
1047,1169,▁भाइरस,963,0.00019204,0
1048,1602,c,962,0.00019184,0
1049,1454,स्क,960,0.00019144,0
1050,1324,▁यसलाई,960,0.00019144,0
1051,1592,▁देव,960,0.00019144,0
1052,1272,▁किसान,959,0.00019124,0
1053,1514,ेसन,958,0.00019104,0
1054,1296,▁फा,958,0.00019104,0
1055,1282,एम,957,0.00019085,0
1056,1259,नाथ,957,0.00019085,0
1057,1155,▁चलचित्र,956,0.00019065,0
1058,1277,▁२१,953,0.00019005,0
1059,1264,▁जे,952,0.00018985,0
1060,1436,पूर्ण,950,0.00018945,0
1061,1527,डे,950,0.00018945,0
1062,1389,▁भि,949,0.00018925,0
1063,1366,▁प्राधिकरण,949,0.00018925,0
1064,1853,जना,948,0.00018905,0
1065,1483,र्त,947,0.00018885,0
1066,1199,▁बुधबार,947,0.00018885,0
1067,1226,▁बुझ,946,0.00018865,0
1068,1788,मुख,945,0.00018845,0
1069,1305,▁कस,944,0.00018825,0
1070,1283,▁अस,944,0.00018825,0
1071,1119,▁पोखरा,944,0.00018825,0
1072,1549,▁शक्ति,943,0.00018805,0
1073,1780,▁जात,943,0.00018805,0
1074,1021,िर,941,0.00018765,0
1075,1225,▁ऐन,938,0.00018706,0
1076,1236,▁शुक्रबार,938,0.00018706,0
1077,1263,▁गराउन,937,0.00018686,0
1078,1287,▁बाटो,935,0.00018646,0
1079,1508,▁राजनीति,935,0.00018646,0
1080,1238,▁ओलीले,934,0.00018626,0
1081,1405,▁हुँदैन,932,0.00018586,0
1082,1496,▁टु,930,0.00018546,0
1083,1351,ाउँछ,930,0.00018546,0
1084,1697,र्ग,928,0.00018506,0
1085,1310,▁भन्न,927,0.00018486,0
1086,1415,बर,926,0.00018466,0
1087,1587,▁लाग,924,0.00018426,0
1088,1285,▁नहुने,922,0.00018387,0
1089,1217,▁बजारमा,921,0.00018367,0
1090,1311,▁अरु,920,0.00018347,0
1091,1297,▁छैनन्,920,0.00018347,0
1092,1520,ष्ठ,919,0.00018327,0
1093,1460,▁पत्र,919,0.00018327,0
1094,1407,▁टि,916,0.00018267,0
1095,1328,▁त्यही,914,0.00018227,0
1096,1198,▁उनका,913,0.00018207,0
1097,1611,ालय,912,0.00018187,0
1098,1413,▁दक्षिण,912,0.00018187,0
1099,1202,पाल,911,0.00018167,0
1100,1294,्ला,911,0.00018167,0
1101,1735,निक,909,0.00018127,0
1102,1317,सन,908,0.00018107,0
1103,1319,▁तेस्रो,907,0.00018087,0
1104,1382,▁आव,906,0.00018068,0
1105,1695,सार,905,0.00018048,0
1106,1364,स्थ,905,0.00018048,0
1107,1451,ङ्क,905,0.00018048,0
1108,1399,▁आफ्नै,905,0.00018048,0
1109,1501,▁तिनीहरू,905,0.00018048,0
1110,1164,▁सामग्री,904,0.00018028,0
1111,1270,▁गठन,903,0.00018008,0
1112,1769,ण्डा,903,0.00018008,0
1113,1584,▁डो,902,0.00017988,0
1114,1431,▁बीच,900,0.00017948,0
1115,1286,▁गरेपछि,900,0.00017948,0
1116,1461,▁हु,899,0.00017928,0
1117,1443,▁लिने,899,0.00017928,0
1118,1222,▁अधिकृत,898,0.00017908,0
1119,1219,▁फर्क,897,0.00017888,0
1120,1308,▁संसद,897,0.00017888,0
1121,1322,▁भवन,895,0.00017848,0
1122,1377,▁भु,895,0.00017848,0
1123,1513,▁बन्न,894,0.00017828,0
1124,1341,▁जोखिम,893,0.00017808,0
1125,1346,▁सम्भावना,893,0.00017808,0
1126,1214,▁सोही,892,0.00017788,0
1127,1266,▁अमेरिकी,892,0.00017788,0
1128,1196,▁गठबन्धन,892,0.00017788,0
1129,1401,▁सोच,891,0.00017768,0
1130,1255,▁पुनः,890,0.00017748,0
1131,1468,▁आई,890,0.00017748,0
1132,1688,▁आय,889,0.00017728,0
1133,1329,▁सीमा,889,0.00017728,0
1134,1284,▁शुरु,888,0.00017709,0
1135,2256,▁दो,887,0.00017689,0
1136,1352,▁पहिले,887,0.00017689,0
1137,1550,▁सत्ता,887,0.00017689,0
1138,1167,गर,886,0.00017669,0
1139,1480,बल,886,0.00017669,0
1140,1445,त्व,885,0.00017649,0
1141,1350,सो,885,0.00017649,0
1142,1524,कारी,884,0.00017629,0
1143,1390,▁०,882,0.00017589,0
1144,1256,▁पुरुष,881,0.00017569,0
1145,1353,▁विरोध,880,0.00017549,0
1146,1314,▁सभापति,880,0.00017549,0
1147,1280,▁यादव,880,0.00017549,0
1148,1323,▁बर्ष,879,0.00017529,0
1149,934,ेल,878,0.00017509,0
1150,1387,▁वातावरण,878,0.00017509,0
1151,1318,▁प्रचण्ड,877,0.00017489,0
1152,1348,▁शेयर,876,0.00017469,0
1153,1326,▁४०,875,0.00017449,0
1154,1478,▁बत,872,0.00017389,0
1155,1207,▁ट्र,872,0.00017389,0
1156,1535,▁माथि,872,0.00017389,0
1157,1621,वादी,868,0.00017310,0
1158,1313,▁निजी,867,0.00017290,0
1159,1482,▁भे,867,0.00017290,0
1160,1615,▁छु,866,0.00017270,0
1161,1320,रहे,865,0.00017250,0
1162,1435,▁न्याय,865,0.00017250,0
1163,1380,▁छुट,865,0.00017250,0
1164,1764,▁धन,864,0.00017230,0
1165,1455,▁छौं,863,0.00017210,0
1166,1334,▁२२,861,0.00017170,0
1167,2453,ुङ,861,0.00017170,0
1168,1392,▁बनाएको,860,0.00017150,0
1169,1498,ेन्स,860,0.00017150,0
1170,1354,▁लगायत,860,0.00017150,0
1171,1751,शन,859,0.00017130,0
1172,1430,▁ठाउँमा,858,0.00017110,0
1173,1650,▁लो,858,0.00017110,0
1174,1336,ाउँदा,857,0.00017090,0
1175,1502,▁ब्या,857,0.00017090,0
1176,1610,▁आमा,855,0.00017050,0
1177,1494,▁केसी,855,0.00017050,0
1178,1562,तो,854,0.00017031,0
1179,1062,ेन,854,0.00017031,0
1180,1171,▁देख,854,0.00017031,0
1181,2104,▁सर्व,854,0.00017031,0
1182,1945,ज्ञा,852,0.00016991,0
1183,1253,▁ऋण,852,0.00016991,0
1184,1356,▁बताउनुभयो,849,0.00016931,0
1185,1539,▁पाइ,849,0.00016931,0
1186,1316,ाएका,848,0.00016911,0
1187,1652,▁स्वा,847,0.00016891,0
1188,1258,▁वर्षीय,847,0.00016891,0
1189,1301,ियन,845,0.00016851,0
1190,1410,▁उत्तर,845,0.00016851,0
1191,1420,▁यदि,845,0.00016851,0
1192,1306,▁नं,844,0.00016831,0
1193,1370,▁कति,843,0.00016811,0
1194,1503,क्त,842,0.00016791,0
1195,1486,ल्ला,841,0.00016771,0
1196,1778,तु,841,0.00016771,0
1197,1442,▁पर्यटक,841,0.00016771,0
1198,1383,▁सम्मान,840,0.00016751,0
1199,1151,ोल,840,0.00016751,0
1200,1426,▁सहित,840,0.00016751,0
1201,1376,▁सकिने,840,0.00016751,0
1202,1396,▁प्या,840,0.00016751,0
1203,1429,▁चैत,839,0.00016731,0
1204,1386,▁प्रकाश,838,0.00016711,0
1205,1388,▁गरिरहेका,837,0.00016692,0
1206,2092,श्र,837,0.00016692,0
1207,1453,▁फेरि,836,0.00016672,0
1208,1269,▁लिएको,836,0.00016672,0
1209,1573,▁खु,836,0.00016672,0
1210,1363,▁कानुन,835,0.00016652,0
1211,1566,▁फे,833,0.00016612,0
1212,1248,▁क्लब,832,0.00016592,0
1213,1439,▁टिम,832,0.00016592,0
1214,1721,▁स्क,831,0.00016572,0
1215,1052,▁होला,830,0.00016552,0
1216,1307,▁प्रविधि,829,0.00016532,0
1217,1491,▁साल,826,0.00016472,0
1218,1854,खु,826,0.00016472,0
1219,1933,▁बर्,824,0.00016432,0
1220,1821,पक्ष,823,0.00016412,0
1221,1625,▁क्षति,821,0.00016372,0
1222,1288,▁वित्तीय,821,0.00016372,0
1223,1422,▁समुदाय,820,0.00016352,0
1224,1649,संग,820,0.00016352,0
1225,1472,गु,820,0.00016352,0
1226,1321,टे,819,0.00016333,0
1227,1940,म्भ,819,0.00016333,0
1228,1528,▁राई,819,0.00016333,0
1229,1519,▁हत्या,819,0.00016333,0
1230,1544,▁उनीहरू,817,0.00016293,0
1231,1670,▁संरचना,816,0.00016273,0
1232,1634,▁नेपालका,816,0.00016273,0
1233,1340,▁पे,815,0.00016253,0
1234,1504,▁सिंह,814,0.00016233,0
1235,1362,▁रहे,813,0.00016213,0
1236,1507,कल,813,0.00016213,0
1237,2661,र्श,813,0.00016213,0
1238,1355,▁प्रतिवेदन,811,0.00016173,0
1239,1412,▁कम्पनीको,811,0.00016173,0
1240,1463,▁पुरा,811,0.00016173,0
1241,1485,▁ई,810,0.00016153,0
1242,1476,▁मलाई,810,0.00016153,0
1243,1409,▁शनिबार,808,0.00016113,0
1244,1358,ुभएको,808,0.00016113,0
1245,1585,▁अभि,808,0.00016113,0
1246,1490,▁सह,806,0.00016073,0
1247,1345,▁खान,806,0.00016073,0
1248,1522,p,805,0.00016053,0
1249,2080,धु,804,0.00016033,0
1250,1588,भी,803,0.00016013,0
1251,1303,▁मंगलबार,803,0.00016013,0
1252,1493,कर,802,0.00015994,0
1253,1400,▁भई,800,0.00015954,0
1254,1375,▁संयुक्त,800,0.00015954,0
1255,1537,▁ठाउँ,798,0.00015914,0
1256,2186,स्व,797,0.00015894,0
1257,1467,▁जिल्लामा,797,0.00015894,0
1258,1878,▁मनो,797,0.00015894,0
1259,1577,षण,796,0.00015874,0
1260,1254,▁विदेश,796,0.00015874,0
1261,1565,▁पाउन,795,0.00015854,0
1262,1567,▁शा,793,0.00015814,0
1263,1521,▁सकेको,792,0.00015794,0
1264,1411,▁कोभिड,792,0.00015794,0
1265,1331,▁समाधान,792,0.00015794,0
1266,1526,▁औं,791,0.00015774,0
1267,1568,▁स्वतन्त्र,790,0.00015754,0
1268,1452,▁अहिलेसम्म,790,0.00015754,0
1269,1471,वे,789,0.00015734,0
1270,1836,शील,789,0.00015734,0
1271,1357,▁नियन्त्रण,789,0.00015734,0
1272,1433,▁होटल,789,0.00015734,0
1273,1641,▁हुन्छन्,788,0.00015714,0
1274,1515,▁समितिले,788,0.00015714,0
1275,1398,▁समाचार,787,0.00015694,0
1276,1474,▁सम्बन्धित,787,0.00015694,0
1277,1563,▁विधेयक,787,0.00015694,0
1278,1414,▁थाहा,787,0.00015694,0
1279,1438,▁फरक,786,0.00015674,0
1280,1432,्यू,785,0.00015655,0
1281,1416,▁बैठकले,784,0.00015635,0
1282,1447,िरहेका,783,0.00015615,0
1283,1359,▁बस्ने,783,0.00015615,0
1284,1369,▁नभए,782,0.00015595,0
1285,1444,▁ग्राहक,782,0.00015595,0
1286,1658,बे,781,0.00015575,0
1287,1449,▁विदेशी,781,0.00015575,0
1288,1555,▁पुन,779,0.00015535,0
1289,2394,ध्या,778,0.00015515,0
1290,2796,ार्थ,778,0.00015515,0
1291,1470,▁बोर्ड,778,0.00015515,0
1292,1858,दो,777,0.00015495,0
1293,1212,टि,777,0.00015495,0
1294,1337,▁बैंकको,777,0.00015495,0
1295,1570,▁आन्तरिक,777,0.00015495,0
1296,1647,▁गरिन्छ,776,0.00015475,0
1297,1332,▁मन्त्रालयले,775,0.00015455,0
1298,1719,िन्छ,775,0.00015455,0
1299,1397,▁व्यक्त,773,0.00015415,0
1300,1532,▁यात्रा,773,0.00015415,0
1301,2054,क्षण,772,0.00015395,0
1302,1627,ुहुन्छ,772,0.00015395,0
1303,1505,वन,771,0.00015375,0
1304,1157,▁स्,771,0.00015375,0
1305,1385,१९,771,0.00015375,0
1306,1304,▁बताउँछन्,771,0.00015375,0
1307,1446,▁स्पष्ट,770,0.00015355,0
1308,1859,त्ति,770,0.00015355,0
1309,1691,िलो,770,0.00015355,0
1310,1395,▁दुर्घटना,770,0.00015355,0
1311,1417,▁उपाध्यक्ष,770,0.00015355,0
